Form,Exp,Geozone,Date,STemp,BTemp,BTime,Start,Visib,AvgDepth,MaxDepth,Current,Habitat,Species_ID,Family_ID,Abundance,English_Name,Scientific,Family_Name,Site_Name,Latitude,Longitude
142526,E,52020012,2002-01-27,79,79,46,11,5,7,0,2,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142526,E,52020012,2002-01-27,79,79,46,11,5,7,0,2,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142526,E,52020012,2002-01-27,79,79,46,11,5,7,0,2,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142527,E,52020027,2002-01-27,79,79,60,9,5,8,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142527,E,52020027,2002-01-27,79,79,60,9,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142528,E,52020012,2002-01-27,80,80,67,11,5,7,0,2,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142528,E,52020012,2002-01-27,80,80,67,11,5,7,0,2,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142528,E,52020012,2002-01-27,80,80,67,11,5,7,0,2,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142529,E,52020027,2002-01-27,79,79,62,9,5,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142530,E,52020027,2002-01-27,0,79,60,9,6,7,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142530,E,52020027,2002-01-27,0,79,60,9,6,7,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142531,E,52020012,2002-01-27,0,78,63,11,6,8,0,3,2,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142532,E,52020027,2002-01-27,0,78,60,9,5,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
142534,E,52020012,2002-01-27,0,79,36,11,6,8,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142534,E,52020012,2002-01-27,0,79,36,11,6,8,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142536,E,52020042,2002-01-30,0,79,50,9,4,11,0,2,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142538,E,52020076,2002-01-29,0,78,40,12,4,7,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Lighthouse Reef / Lighthouse Deep,19.653233333333333,-80.10138333333333
142539,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142539,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142539,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142540,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142540,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142540,E,52020044,2002-01-29,0,78,48,11,6,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142541,E,52020076,2002-01-29,0,78,40,12,4,7,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Lighthouse Reef / Lighthouse Deep,19.653233333333333,-80.10138333333333
142542,E,52020044,2002-01-29,0,79,53,11,4,10,0,2,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142542,E,52020044,2002-01-29,0,79,53,11,4,10,0,2,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142542,E,52020044,2002-01-29,0,79,53,11,4,10,0,2,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142544,N,52020044,2002-01-29,0,81,55,10,6,9,0,3,6,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142546,E,52020044,2002-01-28,79,79,52,11,6,8,0,3,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142546,E,52020044,2002-01-28,79,79,52,11,6,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142546,E,52020044,2002-01-28,79,79,52,11,6,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142548,E,52020076,2002-01-29,79,79,30,12,4,7,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Lighthouse Reef / Lighthouse Deep,19.653233333333333,-80.10138333333333
142549,E,52020044,2002-01-29,79,79,50,10,5,8,0,0,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142549,E,52020044,2002-01-29,79,79,50,10,5,8,0,0,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142549,E,52020044,2002-01-29,79,79,50,10,5,8,0,0,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142550,E,52020042,2002-01-30,79,79,50,9,5,9,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142551,E,52020042,2002-01-30,79,79,49,9,5,9,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142552,E,52020025,2002-01-30,79,79,40,11,4,8,0,2,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Black Hole,19.656166666666667,-80.09216666666667
142553,E,52020042,2002-01-30,0,78,51,9,5,8,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142553,E,52020042,2002-01-30,0,78,51,9,5,8,0,3,2,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142554,E,52020042,2002-01-30,0,78,51,9,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Fisheye Fantasy,19.67,-80.10583333333334
142555,E,52020038,2002-02-03,79,79,59,9,6,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
142557,E,52020010,2002-02-04,0,78,63,11,4,5,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Gay's Reef,19.6575,-80.09366666666666
142558,E,52020066,2002-02-04,0,78,52,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Dynamite Dropoff,19.655166666666666,-80.096
142559,E,52020010,2002-02-04,0,78,63,11,5,6,0,2,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Gay's Reef,19.6575,-80.09366666666666
142560,E,52020066,2002-02-04,0,78,53,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Dynamite Dropoff,19.655166666666666,-80.096
142561,E,52020012,2002-02-05,79,79,45,9,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142561,E,52020012,2002-02-05,79,79,45,9,5,8,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142563,E,52020043,2002-02-05,0,78,72,11,4,6,0,3,0,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Jigsaw Puzzle,19.666,-80.10666666666667
142564,E,52020043,2002-02-05,0,78,63,11,4,6,0,2,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Jigsaw Puzzle,19.666,-80.10666666666667
142565,E,52020012,2002-02-05,0,78,63,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142566,E,52020012,2002-02-05,0,78,63,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
142576,E,52020038,2002-02-03,79,79,50,9,5,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
142576,E,52020038,2002-02-03,79,79,50,9,5,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
142577,E,52020044,2002-01-31,0,79,50,9,4,9,0,2,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142578,E,52020025,2002-01-30,79,79,40,11,4,8,0,2,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Black Hole,19.656166666666667,-80.09216666666667
142581,E,52020059,2002-01-31,0,79,50,11,3,8,0,2,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,The Edge,19.652833333333334,-80.0815
142582,E,52020059,2002-01-31,80,80,40,12,4,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,The Edge,19.652833333333334,-80.0815
142583,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142583,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142583,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142583,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142585,E,52020059,2002-01-31,0,79,52,12,4,7,0,2,2,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,The Edge,19.652833333333334,-80.0815
142586,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142586,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142586,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142586,E,52020044,2002-01-31,79,79,50,10,5,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142587,E,52020059,2002-01-31,79,79,40,12,4,8,0,2,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,The Edge,19.652833333333334,-80.0815
142588,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142588,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142589,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142589,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142589,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142589,E,52020044,2002-01-31,0,78,44,10,5,8,0,2,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Sand Castle,19.668666666666667,-80.10783333333333
142591,E,52020036,2002-02-02,79,79,55,11,5,5,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142592,E,52020037,2002-02-02,79,79,50,9,5,8,0,3,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142592,E,52020037,2002-02-02,79,79,50,9,5,8,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142592,E,52020037,2002-02-02,79,79,50,9,5,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142592,E,52020037,2002-02-02,79,79,50,9,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142593,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142593,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142593,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142593,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142594,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142594,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142594,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142594,E,52020036,2002-02-02,0,78,63,11,6,6,0,3,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142595,E,52020037,2002-02-02,0,79,57,10,5,7,0,3,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142595,E,52020037,2002-02-02,0,79,57,10,5,7,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142595,E,52020037,2002-02-02,0,79,57,10,5,7,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142595,E,52020037,2002-02-02,0,79,57,10,5,7,0,3,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142596,E,52020036,2002-02-02,0,79,73,11,5,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142596,E,52020036,2002-02-02,0,79,73,11,5,7,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142597,E,52020037,2002-02-02,0,78,63,11,6,6,0,3,2,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142597,E,52020037,2002-02-02,0,78,63,11,6,6,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142597,E,52020037,2002-02-02,0,78,63,11,6,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142598,E,52020037,2002-02-02,0,78,63,11,6,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142598,E,52020037,2002-02-02,0,78,63,11,6,6,0,3,2,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142599,E,52020037,2002-02-02,79,79,56,10,5,7,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142599,E,52020037,2002-02-02,79,79,56,10,5,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
142600,E,52020036,2002-02-02,79,79,60,11,6,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
142602,E,52020041,2002-02-03,0,78,76,11,5,5,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
142603,E,52020038,2002-02-03,0,79,60,9,5,7,0,2,0,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
142605,E,52020038,2002-02-03,0,78,58,9,6,8,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
142606,E,52020038,2002-02-03,0,78,58,9,6,8,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
143696,E,52020023,2004-05-26,0,79,56,9,5,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
147927,N,52020010,2003-12-06,85,85,60,10,4,6,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Gay's Reef,19.6575,-80.09366666666666
148015,N,52020038,2002-05-27,83,83,50,8,3,5,0,2,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
148015,N,52020038,2002-05-27,83,83,50,8,3,5,0,2,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149174,N,52020010,2002-04-16,81,81,42,11,4,6,0,0,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Gay's Reef,19.6575,-80.09366666666666
149174,N,52020010,2002-04-16,81,81,42,11,4,6,0,0,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Gay's Reef,19.6575,-80.09366666666666
149177,N,52020038,2002-04-18,81,81,41,9,4,6,0,2,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149178,N,52020001,2002-04-18,81,81,40,10,4,7,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Jackson's Reef,19.690666666666665,-80.06916666666666
149178,N,52020001,2002-04-18,81,81,40,10,4,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Reef,19.690666666666665,-80.06916666666666
149178,N,52020001,2002-04-18,81,81,40,10,4,7,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Jackson's Reef,19.690666666666665,-80.06916666666666
149180,N,52020041,2002-04-13,81,81,43,14,4,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
149181,N,52020036,2002-04-14,81,81,30,9,4,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
149181,N,52020036,2002-04-14,81,81,30,9,4,7,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
149184,N,52020027,2002-04-15,81,81,54,11,4,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149184,N,52020027,2002-04-15,81,81,54,11,4,5,0,3,1,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149791,E,52020026,2001-07-15,84,0,60,9,6,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Meadow's,19.6925,-80.06866666666667
149792,E,52020012,2001-07-15,86,0,60,11,5,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
149794,N,52020026,2001-07-15,86,86,68,9,6,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Meadow's,19.6925,-80.06866666666667
149795,E,52020075,2001-07-16,86,0,70,11,6,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
149797,E,52020030,2001-07-16,84,0,70,16,6,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
149797,E,52020030,2001-07-16,84,0,70,16,6,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
149798,E,52020038,2001-07-17,85,0,70,9,6,7,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149798,E,52020038,2001-07-17,85,0,70,9,6,7,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149798,E,52020038,2001-07-17,85,0,70,9,6,7,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149800,E,52020043,2001-07-19,87,0,70,11,4,5,0,2,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Jigsaw Puzzle,19.666,-80.10666666666667
149802,E,52020028,2001-07-17,85,0,60,11,5,6,0,2,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Grundy's Gardens,19.657166666666665,-80.08983333333333
149804,N,52020012,2001-07-15,0,0,58,11,3,4,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
149805,E,52020041,2001-07-20,88,0,70,11,5,4,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
149808,E,52020012,2001-07-15,85,85,60,11,5,7,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Coconut Walk,19.680833333333332,-80.09033333333333
149809,E,52020026,2001-07-15,85,85,65,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Meadow's,19.6925,-80.06866666666667
149810,E,52020030,2001-07-16,84,84,75,16,6,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
149810,E,52020030,2001-07-16,84,84,75,16,6,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
149810,E,52020030,2001-07-16,84,84,75,16,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
149811,E,52020028,2001-07-17,84,84,75,11,4,6,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Grundy's Gardens,19.657166666666665,-80.08983333333333
149812,E,52020043,2001-07-18,84,84,70,11,4,4,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jigsaw Puzzle,19.666,-80.10666666666667
149813,E,52020038,2001-07-17,84,84,70,9,6,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149813,E,52020038,2001-07-17,84,84,70,9,6,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149813,E,52020038,2001-07-17,84,84,70,9,6,8,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
149814,E,52020027,2001-07-17,88,0,60,15,6,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149815,E,52020027,2001-07-17,84,84,70,15,5,8,0,3,5,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149815,E,52020027,2001-07-17,84,84,70,15,5,8,0,3,5,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149815,E,52020027,2001-07-17,84,84,70,15,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
149816,N,52020036,2001-07-15,0,0,70,15,6,5,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
149816,N,52020036,2001-07-15,0,0,70,15,6,5,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
149817,N,52020036,2001-07-15,86,86,70,15,5,5,0,2,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
